Date,NSEI NIFTY 50 Index (India),BSE SENSEX Index (India),NSEBANK BankNifty (India),HSI Hang Seng (Hong Kong),TWII TSEC weighted Index (Taiwan),AXJO AS51 Index (Australia),SET.BK Index (Thailand),JKSE IDX Composite (Indonesia),000001.SS Shanghai Composite Index (China),000300.SS CSI 300 Index (China),N225 Nikkei 225 Index (Japan),TPX TOPIX Index (Japan),STI Straits Times Index (STI) (Singapore),IXIC CCMP Index_NASDAQ COMPOSITE INDEX (USA),NYA Index_NYSE COMPOSITE INDEX (USA),GSPC S&P 500 Index (USA),GSPTSE SPTSX Index (Canada),MXX MEXBOL Index (Mexico),MERV MERVAL Index (Argentina),BVSP IBOV Index (Brazil),IPSA Index_Chile stock market select index (Chile),GDAXI DAX index_Complete (Germany),FCHI CAC40 Index (France),IBEX35 Index (Spain),SSMI SwisMarketIndexSMI Index (Switzerland),AEX Index (Netherlands),BFX BEL20 Index (Belgium),ATX Index (Austria),PX Prague Stock Exchange Index (Czech Republic),BUX Index Budapest Stock Exch Index (Hungary),TA-25 Index (Israel),KOSPI Index (South Korea),BIST 100 Index (Turkey),ISEQ Index (Ireland)
2007-09-17,4494.65,15504.43,6897.1,24599.34,8899.91,6271.4,802.65,2223.22,5421.39,,,8.47,3476.31,2581.66,9607.75,1476.65,13809.9,29794.49,2031.3,54341.0,,7479.85,5439.37,13696.9,8685.8,522.99,4209.45,4400.55,,26745.98,1058.48,1871.68,50536.5,7504.7
2007-09-18,4546.2,15669.12,7059.65,24576.85,,6192.5,802.54,2239.86,5425.21,,15801.8,8.8,3477.75,2651.66,9909.03,1519.78,14005.4,30603.42,2090.3,56666.0,,7575.21,5549.35,14042.0,8775.9,531.0,4278.93,4457.05,,26836.97,1068.57,1838.61,50500.9,7611.68
2007-09-19,4732.35,16322.75,7401.85,25554.64,8926.38,6356.1,811.79,2313.34,5395.27,,16381.54,8.82,3594.36,2666.48,9970.9,1529.03,13939.8,30512.64,2116.5,57264.0,,7750.84,5730.82,14494.8,9006.8,543.54,4384.7,4622.0,,27382.17,1093.06,1902.65,53884.1,7965.53
2007-09-20,4747.55,16347.95,7390.15,25701.13,8983.03,6393.7,815.43,2304.63,5470.06,,16413.79,8.72,3552.46,2654.29,9936.47,1518.75,13838.4,30485.75,2100.5,56906.0,3214.67,7735.09,5688.76,14427.1,8896.7,542.45,4354.65,4592.54,,27306.61,1089.8,1908.97,53543.1,7794.7
2007-09-21,4837.55,16564.23,7464.5,25843.78,9105.28,6357.9,831.51,2335.49,5454.67,,16312.61,8.85,3542.22,2671.22,9981.83,1525.75,13940.1,30583.07,2121.7,57799.0,3220.31,7794.43,5700.65,14450.6,8897.3,544.65,4357.19,4582.45,,27396.29,1089.8,1919.26,53882.1,7869.35
2007-09-24,4932.2,16845.83,7650.9,26551.94,,6451.5,836.51,2353.63,5485.01,,,8.93,3639.02,2667.95,9946.42,1517.73,13958.3,30543.45,2145.2,58719.0,3191.22,7787.92,5692.49,14494.7,8906.1,541.63,4309.94,4595.59,,27393.2,1120.47,,53580.7,7785.31
2007-09-25,4938.85,16899.54,7629.15,26430.29,,6483.0,835.18,2330.36,5425.88,,16401.73,8.91,3624.82,2683.45,9933.82,1517.21,13997.6,30294.77,2145.8,58858.0,3174.67,7769.44,5641.59,14311.9,8829.2,534.99,4241.74,4537.05,,27733.29,1130.42,,52893.2,7608.54
2007-09-26,4940.5,16921.39,7755.9,,9257.47,6481.4,844.4,2361.01,5338.52,,16435.74,9.01,3650.09,2699.03,9980.12,1525.42,14035.0,30303.18,2177.2,59715.0,3190.73,7804.15,5690.77,14513.7,8859.7,539.37,4286.92,4532.23,,27848.19,1130.42,,54245.8,7615.83
2007-09-27,5000.55,17150.56,7833.65,27065.15,9413.65,6538.1,843.05,2378.83,5409.4,,16832.22,9.22,3714.77,2709.59,10056.95,1531.38,14129.7,30528.0,2192.5,61052.0,3230.33,7853.79,5733.37,14581.6,8886.0,542.24,4326.36,4545.89,,28218.85,1130.42,1945.28,54390.2,7792.98
2007-09-28,5021.35,17291.1,8042.2,27142.47,9411.95,6567.8,845.5,2359.21,5552.3,,16785.69,8.94,3706.23,2701.5,10039.28,1526.75,14098.9,30296.19,2188.0,60465.0,3249.0,7861.51,5715.69,14576.5,8933.5,540.98,4325.29,4527.3,,28413.12,1130.42,1946.48,54044.2,7883.67
2007-10-01,5068.95,17328.62,7987.5,,9488.5,6563.7,852.47,2399.46,,,16845.96,9.16,3755.22,2740.99,10184.5,1547.04,14200.6,30855.68,2231.4,62340.0,3295.96,7922.42,5773.26,14603.0,9022.5,545.57,4338.9,4563.42,,28511.38,1150.19,1962.67,54198.0,7983.79
2007-10-03,5210.8,17847.04,8097.9,27479.94,9700.07,6660.0,850.58,2451.59,,,17199.89,9.16,3754.62,2729.43,10101.03,1539.59,14020.9,31178.84,2254.4,60099.0,3293.48,7955.3,5806.18,14783.8,9088.7,540.53,4379.7,4687.09,,28044.92,1157.5,,54164.9,8367.75
2007-10-04,5208.65,17777.14,8035.9,26973.98,9627.39,6566.9,848.95,2473.16,,,17092.49,9.11,3783.81,2733.57,10142.93,1542.84,14125.1,31078.33,2254.3,60407.0,3300.09,7944.99,5804.39,14718.0,9053.4,541.75,4434.91,4753.29,,27845.2,1157.5,2003.6,54915.9,8411.47
2007-10-05,5185.85,17773.36,7845.25,27831.52,9617.26,6605.4,852.33,2500.58,,,17065.04,9.26,3822.62,2780.32,10247.93,1557.59,14233.3,31540.94,2277.8,62319.0,3361.1,8002.18,5843.24,14892.1,9075.3,546.6,4460.29,4843.89,,27963.03,1157.5,1996.03,56793.0,8478.48
2007-10-08,5085.1,17491.39,7626.4,27770.29,9717.17,6654.3,863.16,2523.7,5692.75,,,9.18,3820.31,2787.37,10186.43,1552.58,,31825.51,2286.7,62661.0,3360.16,7974.37,5829.4,14809.0,9097.0,545.79,4454.17,4785.48,,27879.1,1174.4,2012.82,56279.1,8443.55
2007-10-09,5327.25,18280.24,7895.85,28228.04,9639.83,6677.8,867.59,2546.61,5715.89,,17159.9,9.07,3865.75,2803.91,10280.31,1565.15,14262.2,31801.69,2291.8,63549.0,3405.14,7980.44,5861.93,14862.7,9137.8,550.72,4499.07,4786.03,,27704.1,1187.12,2014.13,57910.6,8390.48
2007-10-10,5441.45,18658.25,8030.65,28569.33,,6738.3,875.1,2591.48,5771.46,,17177.89,8.41,3814.45,2811.61,10264.5,1562.47,14276.2,32129.4,2277.4,63197.0,3393.83,7986.57,5838.49,14863.8,9182.3,554.57,4510.6,4795.89,,27790.51,1185.17,2041.12,57418.0,8314.72
2007-10-11,5524.85,18814.07,8158.8,29133.02,9697.67,6771.9,889.06,2638.21,5913.23,,17458.98,8.17,3875.77,2772.2,10245.25,1554.41,14229.4,31980.95,2246.9,62456.0,3393.93,8033.69,5862.83,15100.0,9218.3,558.01,4534.91,4832.62,,28237.68,1195.09,2058.85,58053.4,8182.76
2007-10-12,5428.25,18419.04,7934.0,28838.37,9496.47,6748.9,887.02,,5903.26,,17331.17,8.47,3857.25,2805.68,10301.49,1561.8,14295.9,32473.47,2262.1,,3414.67,8041.26,5843.95,15261.3,9197.5,559.14,4532.06,4858.11,,28263.44,1195.09,2026.44,,8020.51
2007-10-15,5670.4,19058.67,8286.3,29540.78,9518.45,6739.0,897.1,,6030.09,,17358.15,8.27,3862.02,2780.05,10216.29,1548.71,14231.3,32335.86,,62969.0,,7969.47,5807.44,15187.5,9179.5,553.07,4501.98,4811.85,,28307.04,1176.99,2035.39,,7931.27
2007-10-16,5668.05,19051.86,8452.2,28954.55,9592.47,6692.0,894.53,,6092.06,,17137.92,8.27,3810.72,2763.91,10125.4,1538.53,14153.0,32230.82,2235.1,61718.0,3380.63,7962.64,5774.36,15279.7,9062.7,550.3,4476.56,4781.64,,27949.63,1188.19,2005.76,,7888.82
2007-10-17,5559.3,18715.82,8099.9,29298.71,9562.16,6680.1,884.53,2641.59,6036.28,,16955.31,8.39,3839.73,2792.67,10165.3,1541.24,14219.5,32721.82,2240.2,63194.0,3406.28,7985.41,5818.8,15430.5,9071.8,554.55,4506.4,4844.36,,27948.58,1194.91,1983.94,57931.9,7980.5
2007-10-18,5351.0,17998.39,7608.75,29465.05,9637.07,6767.7,876.75,2616.74,5825.28,,17106.09,8.42,3809.69,2799.31,10174.61,1540.08,14332.0,32836.12,2270.4,63261.0,3441.79,7921.4,5767.24,15507.1,9027.5,551.53,4457.78,4789.08,,27772.48,1190.3,2005.09,56268.2,7879.19
2007-10-19,5215.3,17559.98,7423.8,,9611.72,6706.3,875.83,2563.75,5818.05,,16814.37,8.51,3747.98,2725.16,9920.27,1500.63,14001.7,31823.4,2236.9,60894.0,3414.02,7884.12,5740.48,15529.7,8937.2,551.05,4416.42,4796.48,,27750.28,1190.3,1970.1,56209.5,7791.86
2007-10-22,5184.0,17613.99,7568.0,28373.63,9360.63,6577.3,860.09,2453.21,5667.33,,16438.47,8.61,3642.64,2753.93,9930.78,1506.33,14043.6,31969.48,2234.7,61215.0,3429.68,7794.94,5661.27,15327.8,8845.4,541.43,4373.57,4708.02,,27750.28,1182.38,1903.81,53969.8,7644.8
2007-10-23,5473.7,18492.84,8101.1,29376.86,9502.39,6660.9,,2553.8,5773.39,,16450.58,9.35,3695.3,2799.26,10040.99,1519.59,14087.5,32229.44,2251.9,62697.0,3454.02,7842.79,5705.05,15429.6,8903.2,546.37,4404.4,4774.67,,,1196.56,1947.98,55752.2,7767.62
2007-10-24,5496.15,18512.91,8228.65,29333.53,9442.62,6634.4,866.03,2524.98,5843.11,,16358.39,9.06,3649.12,2774.76,10009.3,1515.88,14088.5,32048.18,2256.6,62625.0,3464.87,7828.96,5674.67,15231.3,8851.0,543.34,4336.44,4742.26,,27360.0,1180.44,1933.36,55638.9,7749.58
2007-10-25,5568.95,18770.89,8428.65,29854.49,9568.26,6624.3,893.45,2596.66,5562.39,,16284.17,8.86,3707.14,2750.86,10029.55,1514.4,14124.9,31886.1,2282.6,62341.0,3495.66,7932.44,5760.3,15386.0,8917.5,545.94,4393.69,4786.05,,27280.67,1193.36,1976.75,55728.6,7778.85
2007-10-26,5702.3,19243.17,8749.9,30405.22,9631.51,6700.6,894.57,2624.43,5589.63,,16505.63,8.8,3771.55,2804.19,10189.13,1535.28,14296.4,32136.76,2327.2,64276.0,3496.18,7949.17,5794.87,15603.9,8962.9,547.16,4399.21,,,27189.07,1193.36,2028.06,56446.6,7862.15
2007-10-29,5905.9,19977.67,9000.75,31586.9,9809.88,6792.1,915.03,2667.53,5748.0,,16698.08,8.7,3819.78,2817.44,10256.22,1540.98,14427.4,32100.76,2337.1,65044.0,3487.26,8009.67,5836.19,15738.1,9007.3,550.85,4409.48,4867.78,,27262.14,1231.63,2062.92,,7867.43
2007-10-30,5868.75,19783.51,8934.15,31638.22,9757.93,6750.2,906.66,2662.92,5897.19,,16651.01,8.7,3798.45,2816.71,10164.97,1531.02,14312.1,31783.62,2339.1,64383.0,3478.02,7977.94,5803.93,15782.5,8939.2,545.25,4384.0,4835.02,,27289.22,1229.05,2052.37,56774.3,7835.09
2007-10-31,5900.65,19837.99,9013.15,31352.58,9711.37,6754.1,907.28,2643.49,5954.77,,16737.63,9.0,3805.7,2859.12,10311.61,1549.38,14625.0,31458.67,2351.4,65318.0,3451.18,8019.22,5847.95,15890.5,9019.6,547.85,4441.82,4871.71,,27382.17,1237.13,2064.85,57615.7,7911.12
2007-11-01,5866.45,19724.35,9198.6,31492.88,9598.23,6828.7,902.73,2704.66,5914.29,,16870.4,8.68,3803.56,2794.83,10022.08,1508.44,14372.5,30806.3,2321.6,64050.0,,7880.85,5730.92,15759.6,8891.5,540.92,4361.29,,,,1224.0,2063.14,57371.3,7745.76
2007-11-02,5932.4,19976.23,9560.7,30468.34,9273.09,6696.6,894.34,2710.62,5777.81,,16517.48,8.91,3715.32,2810.38,10052.26,1509.65,14363.9,,2336.7,,3388.45,7849.49,5720.42,15823.7,8770.4,537.25,4309.82,4763.76,,27382.17,1224.0,2019.34,56855.1,7615.54
2007-11-05,5847.3,19590.78,9397.55,28942.32,9308.6,6582.3,872.86,2652.48,5634.45,,16268.92,8.7,3670.18,2795.18,9958.82,1502.17,14273.4,30157.69,2297.8,62960.0,3318.42,7807.55,5684.62,15825.9,8707.8,534.02,4284.21,4691.58,,27214.88,1225.28,2015.76,56064.3,7458.98
2007-11-06,5786.5,19400.67,9216.3,29438.13,9292.8,6628.0,886.31,2681.9,5536.57,,16249.63,8.49,3683.1,2825.18,10102.41,1520.27,14370.6,30430.5,,64503.0,3312.4,7827.19,5709.42,15895.4,8770.3,533.7,4302.15,4703.1,,27259.72,1234.82,2054.24,56906.0,7411.16
2007-11-07,5782.35,19289.83,9090.2,29708.93,9300.22,6692.4,880.27,2713.98,5601.78,,16096.68,8.11,3673.01,2748.76,9830.15,1475.62,14118.2,29582.21,2298.8,63501.0,3261.33,7799.62,5683.22,15841.9,8703.2,530.27,4246.85,4644.4,,27042.48,1227.11,2043.19,56076.4,7188.3
2007-11-08,5698.75,19058.93,8876.25,28760.22,8937.58,6521.6,873.64,2678.22,5330.02,,15771.57,7.73,,2696.0,9877.47,1474.77,14128.6,29289.72,2263.0,63562.0,3251.23,7819.47,5631.63,15945.7,8605.2,523.17,4107.8,4659.51,,26769.63,1220.4,1979.56,55160.8,7047.91
2007-11-12,5617.1,18737.27,8758.2,27665.73,8670.61,6455.3,861.93,2671.9,5187.73,,15197.09,7.93,3511.12,2584.13,9569.97,1439.18,13605.0,28185.9,2273.3,61527.0,3200.43,7806.84,5535.56,15774.7,8442.0,508.32,4055.34,4569.88,,26468.46,1195.08,1923.42,54084.0,7158.93
2007-11-13,5695.4,19035.48,9060.0,27803.35,8727.21,6515.2,857.66,2654.21,5158.12,,15126.63,8.36,3475.47,2673.65,9860.98,1481.05,13705.1,29484.78,2305.2,62927.0,3238.89,7777.56,5538.91,15814.8,8500.6,507.89,4093.02,4534.95,,26529.47,1209.39,1932.89,54719.0,7197.56
2007-11-14,5937.9,19929.06,9613.05,29166.01,8942.93,6598.6,861.51,2691.87,5412.69,,15499.56,8.32,3524.91,2644.32,9809.15,1470.58,13774.5,29655.68,2309.4,64631.0,3285.34,7783.11,5613.6,15808.9,8631.0,512.32,4142.65,4500.35,,26479.66,1207.47,1972.58,55664.9,7024.13
2007-11-15,5912.1,19784.89,9454.7,28751.21,8905.41,6528.6,855.52,2705.82,5365.27,,15396.3,8.1,3477.59,2618.51,9652.52,1451.15,13524.4,29170.9,2268.1,,3259.73,7667.03,5561.13,15725.8,8593.7,506.78,4106.91,4433.54,,26485.95,1199.79,1947.74,54743.0,6981.98
2007-11-16,5906.85,19698.36,9474.15,27614.43,8764.82,6461.9,849.07,2668.7,5316.27,,15154.61,8.05,3440.96,2637.24,9701.38,1458.74,13530.4,29631.57,2281.2,64609.0,3236.28,7612.26,5523.63,15769.0,8478.8,500.08,4060.71,4411.14,,26581.02,1199.79,1926.2,54304.5,6969.25
2007-11-19,5907.65,19633.36,9396.25,27460.17,8680.71,6535.2,831.14,2646.81,5269.82,,15042.56,7.87,3411.72,2593.38,9497.33,1433.27,13348.2,,2243.5,62336.0,3172.95,7511.97,5432.57,15539.3,8270.9,491.09,3991.74,4267.32,,26209.19,1193.56,1893.47,53262.9,6768.47
2007-11-20,5780.9,19280.8,9277.85,27771.21,8680.86,6425.4,830.05,2624.86,5293.7,,15211.52,7.45,3438.27,2596.81,9575.29,1439.7,13459.8,,2245.9,,3114.67,7630.31,5506.68,15700.0,8339.0,493.84,4009.87,4322.28,,25987.19,1194.36,1872.24,53577.8,6652.01
2007-11-21,5561.05,18602.62,8829.8,26618.19,8484.11,6384.3,807.58,2563.62,5214.23,,14837.66,7.34,3347.2,2562.15,9405.22,1416.77,13280.6,28446.45,2216.2,60582.0,3067.0,7518.42,5381.3,15364.5,8125.4,483.53,3882.37,4171.9,,25310.33,1165.74,1806.99,52615.6,6397.0
2007-11-22,5519.35,18526.32,8998.8,26004.92,8499.37,6334.3,808.82,2569.51,4984.16,,14888.77,,3312.88,,,,13381.0,28520.16,2210.5,60653.0,3085.27,7562.1,5416.1,15317.1,8227.1,484.93,3923.22,4178.83,,,,1799.02,52199.3,6342.58
2007-11-23,5608.6,18852.87,8977.9,26541.09,8342.2,6330.2,824.25,2584.35,5032.13,,,7.38,3325.89,2596.6,9582.98,1440.7,13467.2,28710.87,2212.0,60971.0,3114.06,7608.96,5521.17,15392.2,8371.8,492.47,4011.95,4241.79,,25330.73,1165.35,1772.88,52331.3,6624.09
2007-11-26,5731.7,19247.54,9122.45,27626.62,8528.33,6471.4,832.78,2648.04,4958.85,,15135.21,6.91,3418.58,2540.99,9389.5,1407.22,13321.1,27883.01,2190.8,59069.0,3060.63,7567.36,5458.39,15330.2,8361.2,491.82,4009.52,4276.98,,24965.63,1174.24,1855.33,52682.5,6595.59
2007-11-27,5698.15,19127.73,9070.75,27210.21,8375.76,6432.7,822.99,2627.95,4861.11,,15222.85,6.79,3372.64,2580.8,9521.76,1428.23,13369.1,28124.65,2169.8,59432.0,3056.86,7531.35,5434.17,15315.6,8431.1,492.24,4009.99,4208.49,,23899.35,1168.18,1859.79,51452.3,6643.38
2007-11-28,5617.55,18938.87,8970.85,27371.24,8276.26,6370.1,820.52,2671.9,4803.39,,15153.78,7.0,3369.72,2662.91,9791.05,1469.02,13632.2,29276.39,2230.8,61715.0,3160.23,7723.66,5561.21,15566.5,8650.8,500.21,4090.98,4373.53,,24667.34,1186.14,1834.69,53202.8,6912.84
2007-11-29,5634.6,19003.26,9124.4,28482.54,8447.03,6444.5,844.8,2699.82,5003.33,,15513.74,7.07,3478.22,2668.13,9773.57,1469.72,13663.9,29399.92,2236.4,62156.0,3175.99,7765.19,5598.11,15656.6,8734.5,501.91,4102.53,4403.98,,25466.68,1187.56,1877.56,53181.2,6958.5
2007-11-30,5762.75,19363.19,9375.75,28643.61,8586.4,6533.1,846.44,2688.33,4871.78,,15680.67,7.42,3521.27,2660.96,9856.85,1481.14,13689.1,29770.52,2207.2,63006.0,3204.47,7870.52,5670.57,15759.9,8828.4,507.58,4162.5,4471.83,,25758.44,1187.56,1906.0,54213.8,7207.05
2007-12-03,5865.0,19603.41,9397.55,28658.42,8583.84,6533.5,831.12,2726.93,4868.61,,15628.97,7.53,3521.56,2637.13,9811.86,1472.42,13657.2,29968.53,2192.1,63200.0,3194.97,7837.26,5629.46,15735.0,8706.2,502.88,4149.15,4464.93,,25323.31,1189.52,1902.43,54320.0,7045.88
2007-12-04,5858.35,19529.5,9367.1,28879.59,8651.28,6530.8,833.34,2752.94,4915.89,,15480.19,7.42,3527.87,2619.83,9748.38,1462.79,13579.6,29998.79,2186.9,63482.0,3154.88,7808.94,5547.21,15708.2,8645.0,497.52,4085.97,4369.65,,25398.94,1183.95,1917.83,54013.3,6882.48
2007-12-05,5940.0,19738.07,9581.3,29345.45,8676.95,6508.1,,2768.06,5042.65,,15608.88,7.45,3560.05,2666.36,9887.6,1485.01,13734.5,30761.64,2211.9,64928.0,3212.6,7944.77,5659.07,15802.2,8758.2,507.8,4143.92,4448.99,,25943.45,1207.19,1938.2,55521.2,6970.69
2007-12-06,5954.7,19795.87,9620.15,29558.92,8694.41,6600.9,845.19,2795.4,5035.07,,15874.08,7.8,3552.55,2709.03,10030.15,1507.34,13849.8,31257.3,2241.9,65791.0,3282.25,7940.58,5673.76,15695.9,8741.7,510.43,4153.77,4479.02,,26023.86,1211.81,1953.17,56186.9,7134.3
2007-12-07,5974.3,19966.0,9796.1,28842.47,8722.38,6654.7,841.39,2778.95,5091.76,,15956.37,7.77,3557.95,2706.16,10023.58,1504.66,13863.0,31268.36,2238.9,65639.0,3294.4,7994.07,5718.75,15819.6,8799.7,513.59,4170.04,4515.39,,26430.35,1211.81,1934.32,56490.6,7241.12
2007-12-10,5960.6,19930.68,9864.6,28501.1,8598.03,6625.1,,2790.26,5161.92,,15924.39,7.99,3553.08,2718.95,10104.42,1515.96,13940.4,31182.75,2245.0,65446.0,3252.11,8033.36,5750.92,15832.7,8885.3,516.84,4181.13,4517.84,,26755.33,1224.09,1906.42,56518.6,7370.62
2007-12-11,6097.25,20290.89,10090.7,29226.84,8638.33,6680.4,840.45,2810.96,5175.08,,16044.72,7.64,3589.03,2652.35,9838.26,1477.65,13723.7,30327.36,2230.4,64512.0,3165.71,8009.42,5724.76,15890.5,8855.9,515.49,4157.78,4499.68,,26663.67,1224.57,1925.07,56271.3,7313.5
2007-12-12,6159.3,20375.87,10056.7,28521.06,8490.84,6615.2,834.09,2795.84,5095.54,,15932.26,7.67,3549.25,2671.14,9921.64,1486.59,13809.4,,2226.1,64742.0,3090.63,8076.12,5743.32,15860.0,8852.3,516.2,4142.49,4497.75,,26751.26,1234.71,1927.45,56766.2,7301.0
2007-12-13,6058.1,20104.39,9920.45,27744.45,8187.95,6597.6,833.09,2755.73,4958.04,,15536.52,7.3,3479.31,2668.49,9864.28,1488.41,13747.3,30088.04,2196.5,62861.0,3009.55,7928.31,5590.91,15499.2,8658.4,507.9,4065.16,4392.95,,26549.07,1225.92,1915.9,55239.0,7021.18
2007-12-14,6047.7,20030.83,9803.15,27563.64,8118.08,6491.7,836.4,2740.06,5007.91,,15514.51,6.91,3466.38,2635.74,9698.37,1467.95,13674.2,29994.9,2184.5,62445.0,3031.53,7948.36,5605.36,15575.7,8675.9,511.28,4109.46,4448.28,,26619.17,1225.92,1895.05,54911.7,7091.68
2007-12-17,5777.0,19261.35,9426.7,26596.58,7830.85,6263.5,817.62,2664.92,4876.76,,15249.79,6.85,3353.56,2574.46,9528.67,1445.9,13387.1,28968.2,2127.2,59828.0,2947.72,7825.44,5514.88,15318.5,8544.6,503.46,4039.16,4364.59,,25942.87,1180.84,1839.82,53603.4,6901.92
2007-12-18,5742.3,19079.64,9279.2,26732.87,7807.39,6236.9,813.9,2646.23,4836.17,,15207.86,6.83,3369.31,2596.03,9602.55,1454.98,13358.1,29254.98,2125.7,61096.0,2943.39,7850.74,5509.37,15282.1,8467.1,502.72,4057.55,4430.75,,26047.34,1184.65,1861.47,54223.6,6831.9
2007-12-19,5751.15,19091.96,9240.35,27029.26,8014.31,6216.4,804.98,2657.98,4941.78,,15030.51,6.75,3357.34,2601.01,9586.07,1453.0,13389.8,29074.12,2130.1,61722.0,2952.0,7837.32,5497.42,15177.1,8395.0,502.63,4038.92,4413.51,,25707.13,1188.68,,53847.4,6825.31
2007-12-20,5766.5,19162.57,9245.45,27017.09,7857.08,6176.9,791.71,,5043.54,,15031.6,6.74,,2640.86,9622.27,1460.12,13407.0,29148.45,2140.3,61716.0,3031.5,7869.19,5511.45,15140.2,8402.8,506.79,4057.92,4423.9,,25550.47,1198.73,1844.37,,6800.1
2007-12-24,5985.1,19854.12,9563.55,28128.8,8135.48,6323.6,,,5234.26,,,6.89,3434.53,2713.5,9873.48,1496.45,13694.8,29853.77,,,3079.97,,5614.28,,,516.19,4136.91,,,26053.91,1223.64,1919.47,55510.5,6985.42
2007-12-26,6070.75,20192.52,9755.2,,8156.39,,841.2,2714.55,5233.35,,15653.54,6.99,3473.21,2724.41,9894.15,1497.66,,30002.46,2179.9,64288.0,3077.25,,,,,,,,,,1226.49,1906.72,55373.2,
2007-12-27,6081.5,20216.72,9785.05,27842.93,8313.72,6350.9,852.06,2739.7,5308.89,,15564.69,6.68,3477.2,2676.79,9779.3,1476.27,13675.6,29642.12,2168.2,63774.0,3059.39,8038.6,5627.48,15256.2,8518.2,516.43,4138.37,4522.64,,26318.29,1224.88,1908.62,55233.0,6899.24
2007-12-28,6079.7,20206.95,9828.35,27370.6,8396.95,6339.9,858.1,2745.83,5261.56,,15307.78,6.67,3445.82,2674.46,9803.89,1478.49,13821.3,29700.19,2151.7,63886.0,3051.83,8067.32,5627.25,15182.3,8484.5,515.69,4147.19,4512.98,,26235.63,1224.88,1897.13,55698.4,6950.92
2007-12-31,6138.6,20286.99,9863.45,27812.65,8506.28,6339.8,,,,,,6.49,3482.3,2652.28,9740.32,1468.36,13833.1,29536.83,,,,,5614.08,,,515.77,4127.47,,,,1217.07,,55538.1,6934.35
2008-01-01,6144.35,,9905.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-02,6179.4,20465.3,10250.85,27560.52,8323.05,6353.2,842.97,2731.51,5272.81,,,6.49,3461.22,2609.63,9647.5,1447.16,13926.8,28699.12,2151.7,62815.0,2996.35,7949.11,5550.36,15002.5,,509.77,4114.46,4509.24,,25889.94,1219.5,1853.45,54708.4,6953.68
2008-01-03,6178.55,20345.2,10100.7,26887.28,8184.2,6290.7,832.63,2715.06,5319.86,,,6.04,3397.06,2602.68,9656.0,1447.16,13978.2,28860.78,2150.6,62892.0,2989.67,7908.41,5546.08,14856.5,8318.8,508.67,4117.49,4466.47,,25827.74,1208.47,1852.73,53541.3,6981.76
2008-01-04,6274.3,20686.89,10233.2,27519.69,8221.1,6306.8,821.71,2765.19,5361.57,,14691.41,5.68,3437.79,2504.65,9432.03,1411.63,13778.6,28317.92,2128.9,61037.0,2907.84,7808.69,5446.79,14602.3,8130.0,500.6,4094.38,4358.85,,25255.19,1208.47,1863.9,52529.9,6977.13
2008-01-07,6279.1,20812.65,10391.1,27179.49,7883.37,6161.6,808.31,2776.41,5393.34,,14500.55,5.81,3353.06,2499.46,9462.24,1416.18,13618.9,28152.56,2103.7,60772.0,2851.04,7817.17,5452.83,14667.0,8110.6,500.63,4097.28,4332.35,,25475.86,1176.61,1831.14,52569.5,6859.83
2008-01-08,6287.85,20873.33,10355.6,27112.9,7962.91,6128.1,811.69,2785.62,5386.53,,14528.67,5.73,3338.27,2440.51,9326.08,1390.19,13541.8,28267.78,2141.0,62081.0,2822.88,7849.99,5495.67,14670.5,8316.4,497.23,4097.17,4373.86,,26111.36,1189.52,1826.23,53235.9,6889.14
2008-01-09,6272.0,20869.78,10306.45,27615.85,8085.06,6087.7,820.47,2830.26,5435.81,,14599.16,5.54,3344.53,2474.55,9424.69,1409.13,13579.9,28401.61,2089.6,62674.0,2749.81,7782.71,5435.42,14603.5,8339.8,491.74,4065.32,4282.36,,25699.11,1180.22,1844.47,52730.7,6683.33
2008-01-10,6156.95,20582.08,10266.85,27230.86,8057.27,6078.7,800.18,,5456.54,,14388.11,5.63,3311.07,2488.52,9490.76,1420.33,13642.7,29069.56,2084.6,63515.0,2821.09,7713.09,5400.43,14524.0,8290.8,484.1,4051.53,4162.18,,25386.31,1160.59,1824.78,52351.0,6625.03
2008-01-11,6200.1,20827.45,10561.55,26867.01,8029.31,5981.6,796.47,,5484.68,,14110.79,5.52,3287.34,2439.94,9347.47,1401.02,13632.6,28723.82,2082.9,61942.0,2821.7,7717.95,5371.41,14458.0,8159.7,481.83,4022.93,4118.58,,24933.02,1160.59,1782.27,51920.6,6660.84
2008-01-14,6206.8,20728.05,10698.35,26468.13,8173.41,5980.0,791.15,2810.37,5497.9,,,5.69,3218.14,2478.3,9439.34,1416.25,13698.3,28607.45,2132.4,62188.0,2801.19,7732.02,5403.51,14431.9,8193.4,484.72,4013.34,4142.95,,24884.72,1170.54,1765.88,51480.9,6728.46
2008-01-15,6074.25,20251.09,10465.7,25837.78,8428.84,5960.0,779.79,2730.03,5443.79,,13972.63,5.53,3154.58,2417.59,9172.17,1380.95,13316.8,27961.85,2069.3,59907.0,2727.77,7566.38,5250.82,13945.2,7973.9,470.54,3900.33,4012.4,,24526.79,1150.38,1746.95,50377.3,6478.82
