Date,NSEI NIFTY 50 Index (India),BSE SENSEX Index (India),NSEBANK BankNifty (India),HSI Hang Seng (Hong Kong),TWII TSEC weighted Index (Taiwan),AXJO AS51 Index (Australia),SET.BK Index (Thailand),JKSE IDX Composite (Indonesia),000001.SS Shanghai Composite Index (China),000300.SS CSI 300 Index (China),N225 Nikkei 225 Index (Japan),TPX TOPIX Index (Japan),STI Straits Times Index (STI) (Singapore),IXIC CCMP Index_NASDAQ COMPOSITE INDEX (USA),NYA Index_NYSE COMPOSITE INDEX (USA),GSPC S&P 500 Index (USA),GSPTSE SPTSX Index (Canada),MXX MEXBOL Index (Mexico),MERV MERVAL Index (Argentina),BVSP IBOV Index (Brazil),IPSA Index_Chile stock market select index (Chile),GDAXI DAX index_Complete (Germany),FCHI CAC40 Index (France),IBEX35 Index (Spain),SSMI SwisMarketIndexSMI Index (Switzerland),AEX Index (Netherlands),BFX BEL20 Index (Belgium),ATX Index (Austria),PX Prague Stock Exchange Index (Czech Republic),BUX Index Budapest Stock Exch Index (Hungary),TA-25 Index (Israel),KOSPI Index (South Korea),BIST 100 Index (Turkey),ISEQ Index (Ireland)
2016-08-30,8744.35,28343.01,,23016.11,9110.56,5478.3,1546.13,5362.32,3074.68,,16725.36,19.65,2828.39,5222.99,10797.54,2176.12,14684.9,47650.57,15872.1,58575.0,4140.72,10657.64,4457.49,8685.4,8236.01,455.82,3556.78,2332.52,,28050.08,,2039.74,,6202.77
2016-08-31,8786.2,28452.17,,22976.88,9068.85,5433.0,1548.44,5386.08,3085.49,,16887.4,19.6,2820.59,5213.22,10764.75,2170.95,14598.0,47541.32,15649.5,57901.0,4119.28,10592.69,4438.22,8716.8,8202.13,454.38,3553.37,2314.38,,27969.24,,2034.65,75967.6,6170.42
2016-09-01,8774.65,28423.48,,23162.34,9001.15,5415.6,1539.71,5334.55,3063.3,,16926.84,19.54,2816.47,5227.21,10771.93,2170.86,14683.9,47563.34,15740.9,58236.0,4120.8,10534.31,4439.67,8762.8,8142.64,453.87,3559.58,2334.49,,28045.22,,2032.72,75852.8,6189.99
2016-09-02,8809.65,28532.11,,23266.7,8987.55,5372.8,1521.48,5353.46,3067.35,,16925.68,19.58,2803.92,5249.9,10856.92,2179.98,14795.7,47787.99,15965.7,59616.0,4140.15,10683.82,4542.17,8908.9,8294.3,463.6,3632.4,2369.03,,28189.6,,2038.31,76884.3,6299.31
2016-09-06,8943.0,28978.02,,23787.68,9181.85,5413.6,1496.9,5372.1,3090.71,,17081.98,20.07,2896.55,5275.91,10890.79,2186.48,14813.0,47626.98,16276.3,60129.0,4133.97,10687.14,4529.96,8899.5,8304.34,461.11,3629.67,2381.31,,28597.82,,2066.53,77994.8,6265.53
2016-09-07,8917.95,28926.36,,23741.81,9259.07,5424.2,1487.2,5381.35,3091.93,,17012.44,20.51,2893.65,5283.93,10890.18,2186.16,14796.8,47398.7,16315.5,,4114.96,10752.98,4557.66,9015.3,8320.99,463.27,3635.51,2394.33,,28642.84,,2061.88,77643.2,6279.33
2016-09-08,8952.5,29045.28,,23919.34,9262.89,5385.8,1455.38,5371.08,3095.95,,16958.77,20.04,2894.48,5259.48,10882.33,2181.3,14803.3,47416.97,16457.9,60232.0,4106.14,10675.29,4542.2,9101.1,8315.2,459.5,3620.85,2413.45,,28505.53,,2063.73,77843.5,6286.73
2016-09-09,8866.7,28797.25,,24099.7,9164.88,5339.2,1445.28,5281.92,3078.85,,16965.76,19.27,2873.33,5125.91,10613.53,2127.81,14540.0,46459.17,15975.6,58000.0,4092.76,10573.44,4491.4,9025.5,8264.13,452.88,3582.28,2394.53,,28445.83,,2037.87,77053.5,6182.62
2016-09-12,8715.6,28353.54,,23290.6,8947.06,5219.6,1411.85,,3021.98,,16672.92,19.5,,5211.89,10741.24,2159.04,14597.1,46720.96,16058.3,58586.0,4067.89,10431.77,4439.8,8866.6,8206.2,447.6,3546.86,2375.75,,28167.57,,1991.48,,6138.02
2016-09-14,8726.6,28372.23,,23190.64,8902.3,5227.7,1458.19,5146.04,3002.85,,16614.24,18.86,2809.35,5173.77,10511.4,2125.77,14366.5,45767.57,15546.4,57059.0,4065.27,10378.4,4370.26,8702.4,8162.65,441.03,3502.93,2329.42,,28095.35,,,,6101.31
2016-09-15,8742.55,28412.89,,23335.59,,5239.9,1463.39,5265.82,,,16405.01,18.98,2805.52,5249.69,10602.94,2147.26,14503.7,45922.91,15851.5,57909.0,4066.88,10431.2,4373.22,8720.5,8184.84,443.2,3522.74,2346.16,,28139.11,,,,6128.81
2016-09-16,8779.85,28599.03,,,,5296.7,1479.07,5267.77,,,16519.29,18.75,2827.45,5244.57,10532.27,2139.16,14450.7,,15828.2,57080.0,4048.29,10276.17,4332.45,8633.4,8130.44,439.07,3509.18,2320.7,,28097.66,,,76020.3,6111.45
2016-09-19,8808.4,28634.5,,23550.45,9152.88,5294.8,1492.73,5321.84,3026.05,,,19.05,2852.14,5235.03,10564.3,2139.12,14496.2,45871.04,15990.7,57350.0,,10373.87,4394.19,8715.5,8195.71,444.7,3536.28,2350.1,,28564.54,,2015.78,77670.8,6109.16
2016-09-20,8775.9,28523.2,,23530.86,9161.58,5303.6,1473.78,5302.49,3023.0,,16492.15,18.82,2854.69,5241.35,10560.25,2139.76,14522.0,46341.33,16012.8,57736.0,4063.01,10393.86,4388.6,8686.1,8237.54,444.45,3540.96,2346.36,,28208.66,,2025.71,77313.5,6076.89
2016-09-21,8777.15,28507.42,,23669.9,9228.5,5339.6,1487.17,5342.59,3025.87,,16807.62,19.17,2850.74,5295.18,10708.37,2163.12,14710.8,46929.19,16292.5,58394.0,4074.7,10436.49,4409.55,8758.5,8226.47,447.53,3566.47,2362.85,,28254.34,,2035.99,77915.9,6094.49
2016-09-22,8867.45,28773.13,,23759.8,9235.26,5374.5,1505.99,5380.26,3042.31,,,19.41,2846.06,5339.52,10793.66,2177.18,14797.2,47975.05,16643.1,58994.0,4100.17,10674.18,4509.82,8934.9,8307.63,455.51,3616.08,2403.46,,28300.83,,2049.7,79795.9,6153.75
2016-09-23,8831.55,28668.22,,23686.48,9284.62,5431.3,1492.88,5388.91,3033.9,,16754.02,19.12,2856.95,5305.75,10717.99,2164.69,14697.9,47778.48,16441.7,58697.0,4094.0,10626.97,4488.69,8823.6,8272.89,454.48,3604.27,2403.13,,28120.09,,2054.07,79756.4,6108.86
2016-09-26,8723.05,28294.28,,23317.92,9194.52,5431.4,1490.14,5352.14,2980.43,,16544.56,18.62,2849.94,5257.49,10624.88,2146.1,14619.5,47252.54,16356.4,58054.0,4089.39,10393.71,4407.85,8711.4,8165.05,447.87,3551.45,2381.42,,27685.3,,2047.11,76725.7,6014.94
2016-09-27,8706.4,28223.7,,23571.9,,5405.9,1489.39,5419.6,2998.17,,16683.93,18.61,2860.23,5305.71,10665.34,2159.93,14558.0,47731.84,16348.5,58382.0,4052.52,10361.48,4398.68,8688.2,8175.42,447.83,3547.89,2371.66,,27481.04,,2062.82,77160.7,5990.69
2016-09-28,8745.15,28292.81,,23619.65,,5412.4,1479.58,5425.34,2987.86,,16465.4,14.44,2858.01,5318.55,10753.45,2171.37,14731.4,48046.56,16755.2,59356.0,4063.94,10438.34,4432.45,8740.4,8220.07,450.27,3571.02,2386.22,,27476.4,,2053.06,77677.8,6039.39
2016-09-29,8591.25,27827.53,,23739.47,9270.9,5471.3,1491.43,5431.96,2998.48,,16693.71,13.81,2885.71,5269.15,10643.52,2151.13,14754.6,47672.07,16743.4,58351.0,4052.33,10405.54,4443.84,8796.3,8164.2,451.55,3549.53,2415.16,,27988.68,,2068.72,77076.8,5998.05
2016-09-30,8611.15,27865.96,,23297.15,9166.85,5435.9,1483.21,5364.8,3004.7,,16449.84,14.19,2869.47,5312.0,10721.74,2168.27,14725.9,47245.8,16675.7,58367.0,4015.25,10511.02,4448.26,8779.4,8139.01,452.33,3555.92,2405.28,,27664.25,,2043.63,76488.4,6034.83
2016-10-03,8738.1,28243.29,,23584.43,9234.2,5478.5,1490.94,5463.92,,,16598.67,13.57,2870.84,5300.87,10690.77,2161.2,14689.0,47601.93,16846.9,59461.0,4036.95,,4453.56,8751.6,8166.32,452.99,3543.02,2405.5,,28012.37,,,77225.4,6032.71
2016-10-04,8769.15,28334.55,,23689.44,9287.77,5484.0,1509.78,5472.32,,,16735.65,13.38,2884.64,5289.66,10629.15,2150.49,14521.0,47909.27,16873.8,59339.0,4063.26,10619.61,4503.09,8769.0,8230.73,458.32,3565.23,2417.64,,28570.99,,2054.86,77057.8,6066.11
2016-10-05,8743.95,28220.98,,23788.31,9272.28,5452.9,1509.92,5420.65,,,16819.24,13.35,2881.79,5316.02,10683.94,2159.73,14610.6,48141.42,17070.7,60254.0,4085.15,10585.78,4489.95,8778.3,8195.23,456.06,3562.25,2416.87,,28487.05,,2053.0,77853.7,6019.24
2016-10-06,8709.55,28106.21,,23952.5,9284.31,5483.0,1513.86,5409.34,,,16899.1,13.39,2885.22,5306.85,10675.74,2160.77,14595.5,47944.77,17143.3,60644.0,4077.28,10568.8,4480.1,8757.4,8170.44,454.82,3559.59,2411.04,,28399.59,,2065.3,77894.7,5983.65
2016-10-07,8697.6,28061.14,,23851.82,9265.81,5467.4,1504.34,5377.15,,,16860.09,13.2,2875.24,5292.4,10626.92,2153.74,14566.3,47596.6,17136.2,61109.0,4075.68,10490.86,4449.91,8624.3,8124.59,450.06,3526.21,2390.88,,28438.95,,2053.8,77976.0,5839.16
2016-10-10,8708.8,28082.34,,,,5475.4,1457.02,5360.83,3048.14,,,13.09,2870.24,5328.67,10682.67,2163.66,,48264.96,,61668.0,,10624.08,4497.26,8701.5,8172.22,455.24,3551.64,2407.36,,28570.02,,2056.82,77835.3,5869.66
2016-10-13,8573.35,27643.11,,23031.3,9219.17,5435.5,1412.82,5340.4,3061.35,,16774.24,12.73,2805.48,5213.33,10522.94,2132.55,14643.7,47741.54,17234.8,61119.0,4125.4,10414.07,4405.17,8608.7,7999.93,445.2,3505.9,2383.39,,28123.21,,2015.44,76810.3,5813.76
2016-10-14,8583.4,27673.6,,23233.31,9165.17,5434.0,1477.61,5399.88,3063.81,,16856.37,13.0,2815.24,5214.16,10521.3,2132.98,14585.0,47701.45,17414.9,61767.0,4141.16,10580.38,4470.92,8767.9,8089.91,450.5,3555.49,2418.36,,28392.01,,2022.66,77554.2,5907.81
2016-10-17,8520.4,27529.97,,23037.54,9176.22,5388.7,1477.34,5410.3,3041.17,,16900.12,13.02,2817.07,5199.82,10492.86,2126.5,14596.5,47657.33,17664.0,62696.0,4151.79,10503.57,4450.23,8740.7,8000.96,448.04,3548.74,2412.67,,28612.95,,2027.61,77437.6,5894.56
2016-10-18,8677.9,28050.88,,23394.39,9222.58,5410.8,1477.54,5430.05,3083.88,,16963.61,13.15,2830.63,5243.84,10567.81,2139.6,14752.3,48106.12,17847.6,63782.0,4202.16,10631.55,4508.91,8865.3,8074.69,453.13,3592.97,2446.9,,29012.68,,2040.43,78340.4,6006.38
2016-10-19,8659.1,27984.37,,23304.97,9283.99,5435.4,1486.28,5409.29,3084.72,,16998.91,13.26,2844.62,5246.41,10600.92,2144.29,14840.5,48492.61,18125.4,63506.0,4256.38,10645.68,4520.3,8950.1,8093.78,454.68,3599.4,2446.52,,29168.0,,2040.94,79209.9,6000.14
2016-10-20,8699.4,28129.84,,23374.4,9317.24,5442.1,1492.73,5403.69,3084.46,,17235.5,13.1,2842.62,5241.83,10597.36,2141.34,14847.9,48274.25,18147.3,63838.0,4235.28,10701.39,4540.12,9061.2,8069.27,456.06,3610.4,2466.26,,29340.88,,2040.6,79252.4,6055.3
2016-10-21,8693.05,28077.18,,,9306.57,5430.3,1500.37,5409.24,3090.94,,17184.59,12.93,2831.06,5257.4,10571.88,2141.16,14939.0,48418.4,18257.3,64108.0,4258.9,10710.73,4536.07,9100.4,8034.86,457.4,3588.3,2463.96,,29572.36,,2033.0,78843.7,6035.81
2016-10-24,8708.95,28179.08,,23604.08,9322.5,5408.5,,5421.0,3128.25,,17234.42,13.03,2856.68,5309.83,10591.3,2151.33,14923.0,48431.25,18390.7,64060.0,4275.99,10761.17,4552.58,9216.2,7991.88,459.75,3594.89,2495.25,,29813.86,,2047.74,79932.6,6035.26
2016-10-25,8691.3,28091.42,,23565.11,9385.65,5442.8,1506.47,5397.82,3131.94,,17365.25,12.86,2854.05,5283.4,10550.19,2143.16,14870.6,48093.53,18409.1,63866.0,4313.02,10757.31,4540.84,9139.7,7929.87,459.29,3588.02,2508.37,,29719.36,,2037.17,79433.3,5969.85
2016-10-26,8615.25,27836.51,,23325.43,9362.25,5359.8,1492.12,5399.68,3116.31,,17391.84,12.75,2828.57,5250.27,10528.19,2139.43,14807.6,47805.44,18187.6,63826.0,4295.29,10709.68,4534.59,9173.3,7892.77,455.82,3570.63,,,29854.68,,2013.89,79397.9,5962.44
2016-10-27,8615.25,27915.9,,23132.35,9299.55,5295.5,1498.36,5416.84,3112.35,,17336.42,13.69,2828.94,5215.97,10503.06,2133.04,14833.8,48114.67,18065.6,64250.0,4302.66,10717.08,4533.57,9197.2,7924.39,455.71,3587.64,2507.35,,29689.69,,2024.12,78739.2,5921.46
2016-10-28,8638.0,27941.51,,22954.81,9306.92,5283.8,1494.44,5410.27,3104.27,,17446.41,13.64,2816.26,5190.1,10476.62,2126.41,14785.3,48007.2,17869.1,64308.0,4289.78,10696.19,4548.58,9201.3,7908.57,455.38,3559.21,2506.55,,29802.79,,2019.42,78332.9,5932.18
2016-11-01,8626.25,27876.61,,23147.07,9272.7,5290.5,1504.52,5416.01,3122.44,,17442.4,13.53,2813.69,5153.58,10414.05,2111.72,14778.3,47303.31,17107.6,63326.0,,10526.16,4470.28,9040.7,7761.34,449.71,3500.11,,,,,2007.39,77428.6,5866.34
2016-11-02,8514.0,27527.22,,22810.5,9139.04,5229.0,1498.65,5405.46,3102.73,,17134.68,13.76,2807.14,5105.57,10334.5,2097.94,14594.7,,16807.4,,4262.98,10370.93,4414.67,8873.4,7700.41,443.77,3457.02,2429.0,,29498.95,,1978.94,77171.6,5909.4
2016-11-03,8484.95,27430.28,,22683.51,9067.27,5225.6,1493.08,5329.5,3128.94,,,13.51,2802.08,5058.41,10307.64,2088.66,14583.4,46683.8,16706.1,61750.0,4241.91,10325.88,4411.68,8879.9,7640.94,442.31,3454.53,2469.2,,29872.0,,1983.8,76681.4,5923.12
2016-11-04,8433.75,27274.15,,22642.62,9068.15,5180.8,1485.7,5362.66,3125.32,,16905.36,13.63,2788.8,5046.37,10289.35,2085.18,14509.3,46694.81,16754.9,61598.0,4213.17,10259.13,4377.46,8791.6,7593.2,440.51,3439.55,2412.85,,30017.23,,1982.02,74267.2,5919.05
2016-11-07,8497.05,27458.99,,22801.4,9189.84,5250.8,1502.27,5386.21,3133.33,,17177.21,13.91,2800.95,5166.17,10500.16,2131.52,14652.5,48050.25,17257.6,64052.0,4251.19,10456.95,4461.21,8918.8,7735.22,448.22,3477.89,2432.03,,30353.45,,1997.58,75682.0,6029.76
2016-11-08,8543.55,27591.14,,22909.47,9217.43,5257.8,1509.84,5470.68,3147.89,,17171.38,13.98,2820.24,5193.49,10530.56,2139.56,14656.8,48470.99,17138.4,64158.0,4302.85,10482.32,4476.89,8937.0,7744.03,450.18,3489.28,2457.45,,30348.45,,2003.38,76367.8,6086.88
2016-11-09,8432.0,27252.53,,22415.19,8943.2,5156.6,1509.43,5414.32,3128.37,,16251.54,14.5,2789.88,5251.07,10643.41,2163.26,14759.9,47390.66,17024.9,63258.0,4295.32,10646.01,4543.48,8901.5,7897.84,454.36,3538.93,2486.52,,30365.21,,1958.38,76209.0,6231.52
2016-11-10,8525.75,27517.68,20200.25,22839.11,9152.18,5328.8,1514.26,5450.31,3171.28,,17344.42,15.29,2834.09,5208.8,10683.41,2167.48,14744.3,45224.38,16230.7,61201.0,4214.06,10630.12,4530.95,8756.8,7928.77,450.01,3491.05,2501.39,,30540.32,,2002.6,76360.4,6229.69
2016-11-11,8296.3,26818.82,,22531.09,8957.76,5370.7,1494.53,5231.97,3196.04,,17374.79,15.27,2814.6,5237.11,10652.24,2164.45,14555.4,44978.25,15659.7,59184.0,4150.39,10667.95,4489.27,8639.2,7880.29,445.41,3491.41,2485.5,,30502.15,,1984.43,75174.2,6215.77
2016-11-15,8108.45,26304.63,,22323.91,8931.03,5326.2,1476.46,5078.5,3206.99,,17668.15,15.64,2797.55,5275.62,10745.51,2180.39,14756.1,45023.65,16478.4,,4153.04,10735.14,4536.53,8687.1,7909.2,450.54,3486.33,2512.88,,30133.01,,1967.53,75150.6,6259.19
2016-11-16,8111.6,26298.69,,22280.53,8962.22,5327.7,1474.64,5185.46,3205.06,,17862.21,15.33,2793.99,5294.58,10699.43,2176.94,14733.2,44901.57,16520.9,60759.0,4182.48,10663.87,4501.14,8638.5,7914.02,449.66,3466.27,2497.41,,29972.83,,1979.65,74759.1,6179.16
2016-11-17,8079.95,26227.62,,22262.88,8995.26,5338.5,1473.85,5193.02,3208.45,,17862.63,15.61,2813.48,5333.97,10740.08,2187.12,14826.1,44919.69,16471.7,59770.0,4185.71,10685.54,4527.77,8718.0,7964.68,451.82,3469.32,2481.82,,29941.07,,1980.55,75136.2,6276.43
2016-11-18,8074.1,26150.24,,22344.21,9008.79,5359.4,1473.86,5170.11,3192.86,,17967.41,15.38,2838.65,5321.51,10709.51,2181.9,14864.0,44364.17,16385.1,59962.0,4185.78,10664.56,4504.35,8622.9,7904.55,450.68,3426.21,2480.75,,30109.02,,1974.58,75639.0,6294.21
2016-11-21,7929.1,25765.14,,22357.78,9041.11,5351.3,1478.3,5148.32,3218.15,,18106.02,15.71,2816.67,5368.86,10791.84,2198.18,15039.9,,16844.3,61070.0,4233.65,10685.13,4529.58,8614.6,7849.86,453.03,3447.61,2487.75,,30103.57,,1966.05,75543.6,6258.7
2016-11-22,8002.3,25960.78,,22678.07,9133.39,5413.3,1485.68,5204.67,3248.35,,18162.94,15.85,2822.2,5386.35,10820.18,2202.94,15100.4,44838.76,17306.8,61954.0,4216.62,10713.85,4548.35,8651.5,7741.82,456.4,3473.83,2516.69,,30240.38,,1983.47,75812.0,6274.22
2016-11-23,8033.3,26051.81,,22676.69,9178.23,5484.4,1496.36,5212.0,3241.14,,,15.88,2839.69,5380.68,10835.9,2204.72,15080.9,45184.08,17366.5,61986.0,4221.89,10662.44,4529.21,8627.5,7752.24,456.41,3467.94,2514.25,,30156.29,,1987.95,75036.9,6252.18
2016-11-24,7965.5,25860.17,,22608.49,9152.11,5485.1,1490.11,5107.62,3241.74,,18333.41,,2843.72,,,,15075.2,45265.9,17385.2,61396.0,4196.4,10689.26,4542.56,8657.2,7798.5,457.44,3473.25,2524.18,,,,1971.26,74193.1,6292.89
2016-11-25,8114.3,26316.34,,22723.45,9159.07,5507.8,1500.4,5122.1,3261.94,,18381.22,16.2,2859.33,5398.92,10878.09,2213.35,15075.4,45357.85,17168.6,61559.0,4210.75,10699.27,4550.27,8674.4,7881.53,457.99,3492.77,2513.6,,29979.96,,1974.46,74363.5,6279.69
2016-11-28,8126.9,26350.17,,22830.57,9222.24,5464.4,1500.78,5114.57,3277.0,,18356.89,15.69,2874.65,5368.81,10808.63,2201.72,15015.4,45470.61,,62855.0,4202.75,10582.67,4510.39,8619.3,7823.23,452.71,3463.14,2485.18,,30002.5,,1978.13,74990.2,6208.45
2016-11-29,8142.15,26394.01,,22737.07,9192.38,5457.5,1497.18,5136.67,3282.92,,18307.04,15.85,2879.14,5379.92,10817.7,2204.66,14999.8,45372.19,17042.2,60987.0,4174.29,10620.49,4551.46,8667.0,7845.01,452.5,3469.34,2495.82,,29816.3,,1978.39,74205.5,6224.19
2016-11-30,8224.5,26652.81,,22789.77,9240.71,5440.5,1510.24,5148.91,3250.03,,18308.48,15.82,2905.17,5323.68,10838.46,2198.81,15082.9,45315.96,17442.4,61906.0,4207.24,10640.3,4578.34,8688.2,7875.19,457.21,3478.63,2519.59,,30014.04,,1983.48,73995.2,6215.8
2016-12-01,8192.9,26559.92,,22878.23,9263.53,5500.2,1512.38,5198.75,3273.31,,18513.12,15.87,2928.58,5251.11,10828.99,2191.08,15027.5,44884.86,17042.0,59507.0,4197.48,10534.05,4560.61,8669.2,7779.11,453.6,3450.44,2523.42,,29998.19,,1983.75,72519.9,6188.13
2016-12-02,8086.8,26230.66,,22564.82,9189.49,5444.0,1501.66,5245.96,3243.84,,18426.08,15.82,2919.37,5255.65,10838.58,2191.95,15052.5,44555.26,16947.8,60316.0,4202.98,10513.35,4528.82,8607.1,7784.01,449.6,3427.61,2501.74,,29808.49,,1970.61,73390.9,6174.46
2016-12-05,8128.75,26349.1,,22505.55,9160.66,5400.4,,5268.31,3204.71,,18274.99,15.85,2943.05,5308.89,10910.9,2204.71,15095.2,44937.3,16999.0,59832.0,4206.44,10684.83,4574.32,8664.7,7845.68,454.47,3462.74,2523.36,,30100.0,,1963.36,73599.7,6232.3
2016-12-06,8143.15,26392.76,,22675.15,9250.77,5428.7,1516.48,5272.96,3199.65,,18360.54,15.59,2949.12,5333.0,10970.78,2212.23,15125.8,45103.22,17235.2,61088.0,4214.38,10775.32,4631.94,8893.3,7912.39,459.31,3525.76,2563.58,,30075.71,,1989.86,75433.3,6270.64
2016-12-07,8102.05,26236.87,,22800.92,9263.89,5478.1,1520.53,5265.37,3222.24,,18496.69,16.3,2959.84,5393.76,11114.61,2241.35,15237.8,45609.9,17196.8,61414.0,4224.67,10986.69,4694.72,8960.4,7930.25,462.11,3531.83,2592.86,,30152.01,,1991.89,76030.8,6295.95
2016-12-08,8246.85,26694.28,,22861.84,9375.86,5543.6,1525.41,5303.73,3215.37,,18765.47,16.39,2958.86,5417.36,11149.96,2246.19,15295.2,46360.23,,60677.0,,11179.42,4735.48,9145.4,7953.68,466.67,3565.45,,,30629.48,,2031.07,75929.3,6395.98
2016-12-09,8261.75,26747.18,,22760.98,9392.68,5560.6,1526.32,5308.13,3232.88,,18996.37,16.26,2956.13,5444.5,11191.79,2259.53,15312.2,46913.47,,60501.0,4268.43,11203.63,4764.07,9169.6,8099.63,469.77,3557.53,2598.61,,30588.38,,2024.69,75727.3,6440.05
2016-12-12,8170.8,26515.24,18392.95,22433.02,9349.94,5562.8,,,3152.97,,19155.03,16.14,2952.19,5412.54,11177.28,2256.96,15287.7,,17157.5,59179.0,4242.52,11190.21,4760.77,9186.4,8040.09,470.38,3547.83,2607.26,,30613.15,,2027.24,76239.6,6395.02
2016-12-13,8221.8,26697.82,18466.05,22446.7,9382.14,5545.0,1530.21,5293.62,3155.04,,19250.52,16.23,2955.23,5463.83,11237.17,2271.72,15385.3,46870.24,17197.5,59281.0,4272.48,11284.65,4803.87,9331.3,8162.53,473.65,3581.27,2621.08,,30938.13,,2035.98,76995.3,6412.96
2016-12-14,8182.45,26602.84,18341.5,22456.62,9368.52,5584.6,1521.25,5262.82,3140.53,,19253.61,16.52,2954.06,5436.67,11098.67,2253.28,15197.2,46220.54,16918.4,58212.0,4229.75,11244.84,4769.24,9218.4,8140.41,472.2,3545.94,2596.68,,31374.28,,2036.87,76880.9,6361.46
2016-12-15,8153.6,26519.07,18401.15,22059.4,9360.35,5538.6,1519.65,5254.36,3117.68,,19273.79,16.57,2930.77,5456.85,11131.89,2262.03,15218.3,45871.96,16738.6,58396.0,4224.62,11366.4,4819.23,9340.8,8214.3,476.52,3569.65,2627.49,,31636.19,,2036.65,77678.6,6471.52
2016-12-16,8139.45,26489.56,18312.8,22020.75,9326.78,5532.9,1522.51,5231.65,3122.98,,19401.15,16.89,2937.86,5437.16,11125.22,2258.07,15252.2,45121.39,16563.5,58389.0,4212.37,11404.01,4833.27,9412.8,8227.72,477.7,3582.55,2647.43,,31876.26,,2042.24,77589.7,6495.46
2016-12-19,8104.35,26374.7,18257.05,21832.68,9239.32,5562.1,1522.4,5191.91,3118.08,,19391.6,16.98,2913.08,5457.44,11128.54,2262.53,15269.9,44895.29,15996.1,57111.0,4202.64,11426.7,4822.77,9336.7,8234.49,480.35,3576.19,2624.59,,31646.38,,2038.39,77157.8,6494.86
2016-12-20,8082.4,26307.98,18069.4,21729.06,9242.41,5591.1,1511.65,5162.48,3102.88,,19494.53,17.18,2911.31,5483.94,11172.19,2270.76,15293.0,44930.27,16064.1,57583.0,4193.18,11464.74,4849.89,9407.9,8243.0,484.04,3605.27,2632.85,,31713.5,,2041.94,77807.9,6477.67
2016-12-21,8061.3,26242.38,18084.5,21809.8,9204.26,5613.5,1508.57,5111.39,3137.43,,19444.49,17.25,2901.7,5471.43,11142.57,2265.18,15305.9,44983.03,16587.3,57647.0,4152.05,11468.64,4833.82,9371.7,8233.45,483.21,3599.36,2638.28,,31765.3,,2037.96,77619.5,6449.75
2016-12-22,7979.1,25979.6,17891.45,21636.2,9118.75,5643.9,1504.12,5042.87,3139.56,,19427.67,16.75,2882.04,5447.42,11114.14,2260.96,15335.2,45008.08,16378.5,57255.0,4117.67,11456.1,4834.63,9333.6,8237.98,482.47,3596.92,2632.5,,31700.85,,2035.73,77404.7,6487.66
2016-12-23,7985.75,26040.7,17884.0,21574.76,9078.64,5627.9,1509.98,5027.7,3110.15,,,16.86,2871.05,5462.69,11128.8,2263.79,15328.2,45173.54,16354.5,57937.0,4042.24,11449.93,4839.68,9367.7,8232.64,482.86,3599.79,2633.58,,31638.81,,2035.9,76972.2,6515.99
2016-12-26,7908.25,25807.1,,,9110.54,,1515.23,,3122.57,,19396.64,,,,,,,44989.58,16113.3,58620.0,4047.72,,,,,,,,,,,2037.75,77028.5,
2016-12-27,8032.85,26213.44,17879.55,,9109.27,,1517.08,5102.95,3114.66,,19403.06,17.18,2885.76,5487.44,11146.4,2268.88,,45299.67,16386.7,58697.0,4041.32,11472.24,4848.28,9376.6,8259.45,483.58,3606.66,2633.71,,31868.51,,2042.17,76699.4,
2016-12-28,8034.85,26210.68,17876.7,21754.74,9201.4,5685.0,1524.6,5209.44,3102.24,,19401.72,17.14,2898.3,5438.56,11058.88,2249.92,15361.1,45563.18,16508.3,59782.0,4098.22,11474.99,4848.01,9344.9,8256.61,484.2,3608.89,2638.48,,32025.6,,2024.49,77547.7,6490.69
2016-12-29,8103.6,26366.15,18033.15,21790.91,9153.09,5699.1,1537.81,5302.57,3096.1,,19145.14,17.05,2889.15,5432.09,11074.33,2249.26,15422.1,45909.31,16917.9,60227.0,4127.48,11451.05,4838.47,9327.1,8251.13,482.46,3601.09,2649.93,,31847.87,,2026.46,77835.9,6509.45
2016-12-30,8185.8,26626.46,18177.2,22000.56,9253.5,5665.8,1542.94,5296.71,3103.64,,19114.37,17.07,2880.76,5383.12,11056.9,2238.83,15287.6,45642.9,,,4151.39,11481.06,4862.31,9352.1,8219.87,483.17,3606.36,,,32003.05,,,78138.7,6517.24
2017-01-02,8179.5,26595.45,,,,,,,,,,,,,,,,45695.1,17504.8,59589.0,,11598.33,4882.38,,,486.37,,,,,,2026.16,77754.5,
2017-01-03,8192.25,26643.24,18035.6,22150.4,9272.88,5733.2,,5275.97,3135.92,,,17.15,2898.97,5429.08,11154.35,2257.83,15403.0,46123.36,17911.2,61814.0,4148.86,11584.24,4899.33,9494.7,8316.18,487.99,3657.05,2685.02,,32169.13,,2043.97,76618.2,6525.07
2017-01-04,8190.5,26633.13,17891.0,22134.47,9286.96,5736.4,1563.58,5301.18,3158.79,,19594.16,17.37,2921.31,5477.0,11246.54,2270.75,15516.8,46587.74,18143.1,61589.0,4168.34,11584.31,4899.4,9462.9,8354.81,487.58,3665.69,2682.64,,32649.04,,2045.64,76143.6,6580.23
